match_id,season,date,target_runs,wickets_lost_inn1,winner,is_high_target,run_wickets_pressure_inn1,chasing_team_won,city_encoded,venue_encoded,team1_bat_first_encoded,team2_chase_encoded,toss_winner_encoded,toss_decision_encoded
1359501,2023,20-04-2023,175,4,Royal Challengers Bengaluru,0,35.0,0,6,25,8,6,6,1
1359502,2023,20-04-2023,128,10,Delhi Capitals,0,11.636363636363637,1,9,0,3,1,1,1
1359503,2023,21-04-2023,135,7,Chennai Super Kings,0,16.875,1,7,18,9,0,0,1
1359504,2023,22-04-2023,136,6,Gujarat Titans,0,19.428571428571427,0,21,3,2,4,2,0
1359505,2023,22-04-2023,215,8,Punjab Kings,1,23.88888888888889,0,23,37,6,5,5,1
1359506,2023,23-04-2023,190,9,Royal Challengers Bengaluru,1,19.0,0,2,16,8,7,7,1
1359507,2023,23-04-2023,236,4,Chennai Super Kings,1,47.2,0,20,10,0,3,3,1
1359508,2023,24-04-2023,145,9,Delhi Capitals,0,14.5,0,15,27,1,9,1,0
1359509,2023,25-04-2023,208,6,Gujarat Titans,1,29.714285714285715,0,1,21,2,5,5,1
1359510,2023,26-04-2023,201,5,Kolkata Knight Riders,1,33.5,0,2,16,3,8,8,1
1359511,2023,27-04-2023,203,5,Rajasthan Royals,1,33.833333333333336,0,17,29,7,0,7,0
1359512,2023,28-04-2023,258,5,Lucknow Super Giants,1,43.0,0,6,25,4,6,6,1
1359513,2023,29-04-2023,180,7,Gujarat Titans,0,22.5,1,20,10,3,2,2,1
1359514,2023,29-04-2023,198,6,Sunrisers Hyderabad,1,28.285714285714285,0,9,0,9,1,9,0
1359515,2023,30-04-2023,201,4,Punjab Kings,1,40.2,1,7,18,0,6,0,0
1359516,2023,30-04-2023,213,7,Mumbai Indians,1,26.625,1,23,37,7,5,7,0
1359517,2023,01-05-2023,127,9,Royal Challengers Bengaluru,0,12.7,0,21,3,8,4,8,0
1359518,2023,02-05-2023,131,8,Delhi Capitals,0,14.555555555555555,0,1,21,1,2,1,0
1359520,2023,03-05-2023,215,3,Mumbai Indians,1,53.75,1,6,25,6,5,5,1
1359521,2023,04-05-2023,172,9,Kolkata Knight Riders,0,17.2,0,15,27,3,9,3,0
1359522,2023,05-05-2023,119,10,Gujarat Titans,0,10.818181818181818,1,17,29,7,2,7,0
1359523,2023,06-05-2023,140,8,Chennai Super Kings,0,15.555555555555555,1,7,18,5,0,0,1
1359524,2023,06-05-2023,182,4,Delhi Capitals,0,36.4,1,9,0,8,1,8,0
1359525,2023,07-05-2023,228,2,Gujarat Titans,1,76.0,0,1,21,2,4,4,1
1359526,2023,07-05-2023,215,2,Sunrisers Hyderabad,1,71.66666666666667,1,17,29,7,9,7,0
1359527,2023,08-05-2023,180,7,Kolkata Knight Riders,0,22.5,1,20,10,6,3,6,0
1359528,2023,09-05-2023,200,6,Mumbai Indians,1,28.571428571428573,1,23,37,8,5,5,1
1359529,2023,10-05-2023,168,8,Chennai Super Kings,0,18.666666666666668,0,7,18,0,1,0,0
1359530,2023,11-05-2023,150,8,Rajasthan Royals,0,16.666666666666668,1,20,10,3,7,7,1
1359531,2023,12-05-2023,219,5,Mumbai Indians,1,36.5,0,23,37,5,2,2,1
1359532,2023,13-05-2023,183,6,Lucknow Super Giants,0,26.142857142857142,1,15,27,9,4,9,0
1359533,2023,13-05-2023,168,7,Punjab Kings,0,21.0,0,9,0,6,1,1,1
1359534,2023,14-05-2023,172,5,Royal Challengers Bengaluru,0,28.666666666666668,0,17,29,8,7,8,0
1359535,2023,14-05-2023,145,6,Kolkata Knight Riders,0,20.714285714285715,1,7,18,0,3,0,0
1359536,2023,15-05-2023,189,9,Gujarat Titans,0,18.9,0,1,21,2,9,9,1
1359537,2023,16-05-2023,178,4,Lucknow Super Giants,0,35.6,0,21,3,4,5,5,1
1359538,2023,17-05-2023,214,2,Delhi Capitals,1,71.33333333333333,0,10,12,1,6,6,1
1359539,2023,18-05-2023,187,5,Royal Challengers Bengaluru,0,31.166666666666668,1,15,27,9,8,8,1
1359540,2023,19-05-2023,188,5,Rajasthan Royals,0,31.333333333333332,1,10,12,6,7,7,1
1359541,2023,20-05-2023,224,3,Chennai Super Kings,1,56.0,0,9,0,0,1,0,0
1359542,2023,20-05-2023,177,8,Lucknow Super Giants,0,19.666666666666668,0,20,10,4,3,3,1
1359543,2023,21-05-2023,201,5,Mumbai Indians,1,33.5,1,23,37,9,5,5,1
1359544,2023,21-05-2023,198,5,Gujarat Titans,1,33.0,1,2,16,8,2,2,1
1370350,2023,23-05-2023,173,7,Chennai Super Kings,0,21.625,0,7,18,0,2,2,1
1370351,2023,24-05-2023,183,8,Mumbai Indians,0,20.333333333333332,0,7,18,5,4,5,0
1370352,2023,26-05-2023,234,3,Gujarat Titans,1,58.5,0,1,21,2,5,5,1
1370353,2023,29-05-2023,171,4,Chennai Super Kings,0,34.2,1,1,21,2,0,0,1
1422119,2024,22-03-2024,174,6,Chennai Super Kings,0,24.857142857142858,1,7,18,8,0,8,0
1422120,2024,23-03-2024,175,9,Punjab Kings,0,17.5,1,22,19,1,6,6,1
1422121,2024,23-03-2024,209,7,Kolkata Knight Riders,1,26.125,0,20,10,3,9,9,1
1422122,2024,24-03-2024,194,4,Rajasthan Royals,1,38.8,0,17,29,7,4,7,0
1422123,2024,24-03-2024,169,6,Gujarat Titans,0,24.142857142857142,0,1,21,2,5,5,1
1422124,2024,25-03-2024,177,6,Royal Challengers Bengaluru,0,25.285714285714285,1,2,16,6,8,8,1
1422125,2024,26-03-2024,207,6,Chennai Super Kings,1,29.571428571428573,0,7,18,0,2,2,1
1422126,2024,27-03-2024,278,3,Sunrisers Hyderabad,1,69.5,0,15,27,9,5,5,1
1422127,2024,28-03-2024,186,5,Rajasthan Royals,0,31.0,0,17,29,7,1,1,1
1422128,2024,29-03-2024,183,6,Kolkata Knight Riders,0,26.142857142857142,1,2,16,8,3,3,1
1422129,2024,30-03-2024,200,8,Lucknow Super Giants,1,22.22222222222222,0,21,3,4,6,4,0
1422130,2024,31-03-2024,163,8,Gujarat Titans,0,18.11111111111111,1,1,21,9,2,9,0
1422131,2024,31-03-2024,192,5,Delhi Capitals,1,32.0,0,31,8,1,0,1,0
1422132,2024,01-04-2024,126,9,Rajasthan Royals,0,12.6,1,23,37,5,7,7,1
1422133,2024,02-04-2024,182,5,Lucknow Super Giants,0,30.333333333333332,0,2,16,4,8,8,1
1422134,2024,03-04-2024,273,7,Kolkata Knight Riders,1,34.125,0,31,8,3,1,3,0
1422135,2024,04-04-2024,200,4,Punjab Kings,1,40.0,1,1,21,2,6,6,1
1422136,2024,05-04-2024,166,5,Sunrisers Hyderabad,0,27.666666666666668,1,15,27,0,9,9,1
1422137,2024,06-04-2024,184,3,Rajasthan Royals,0,46.0,1,17,29,8,7,7,1
1422138,2024,07-04-2024,235,5,Mumbai Indians,1,39.166666666666664,0,23,37,5,1,1,1
1422139,2024,07-04-2024,164,5,Lucknow Super Giants,0,27.333333333333332,0,21,3,4,2,4,0
1426260,2024,08-04-2024,138,9,Chennai Super Kings,0,13.8,1,7,18,3,0,0,1
1426261,2024,09-04-2024,183,9,Sunrisers Hyderabad,0,18.3,0,22,19,9,6,6,1
1426262,2024,10-04-2024,197,3,Gujarat Titans,1,49.25,1,17,29,7,2,2,1
1426263,2024,11-04-2024,197,8,Mumbai Indians,1,21.88888888888889,1,23,37,8,5,5,1
1426264,2024,12-04-2024,168,7,Delhi Capitals,0,21.0,1,21,3,4,1,4,0
1426265,2024,13-04-2024,148,8,Rajasthan Royals,0,16.444444444444443,1,22,19,6,7,7,1
1426266,2024,14-04-2024,162,7,Kolkata Knight Riders,0,20.25,1,20,10,4,3,3,1
1426267,2024,14-04-2024,207,4,Chennai Super Kings,1,41.4,0,23,37,0,5,5,1
1426268,2024,15-04-2024,288,3,Sunrisers Hyderabad,1,72.0,0,2,16,9,8,8,1
1426269,2024,16-04-2024,224,6,Rajasthan Royals,1,32.0,1,20,10,3,7,7,1
1426270,2024,17-04-2024,90,10,Delhi Capitals,0,8.181818181818182,1,1,21,2,1,1,1
1426271,2024,18-04-2024,193,7,Mumbai Indians,1,24.125,0,22,19,5,6,6,1
1426272,2024,19-04-2024,177,6,Lucknow Super Giants,0,25.285714285714285,1,21,3,0,4,4,1
1426273,2024,20-04-2024,267,7,Sunrisers Hyderabad,1,33.375,0,9,0,9,1,1,1
1426274,2024,21-04-2024,223,6,Kolkata Knight Riders,1,31.857142857142858,0,20,10,3,8,8,1
1426275,2024,21-04-2024,143,10,Gujarat Titans,0,13.0,1,22,19,6,2,6,0
1426276,2024,22-04-2024,180,9,Rajasthan Royals,0,18.0,1,17,29,5,7,5,0
1426277,2024,23-04-2024,211,4,Lucknow Super Giants,1,42.2,1,7,18,0,4,4,1
1426278,2024,24-04-2024,225,4,Delhi Capitals,1,45.0,0,9,0,1,2,2,1
1426279,2024,25-04-2024,207,7,Royal Challengers Bengaluru,1,25.875,0,15,27,8,9,8,0
1426280,2024,26-04-2024,262,6,Punjab Kings,1,37.42857142857143,1,20,10,3,6,6,1
1426281,2024,27-04-2024,258,4,Delhi Capitals,1,51.6,0,9,0,1,5,5,1
1426282,2024,27-04-2024,197,5,Rajasthan Royals,1,32.833333333333336,1,21,3,4,7,7,1
1426283,2024,28-04-2024,201,3,Royal Challengers Bengaluru,1,50.25,1,1,21,2,8,8,1
1426284,2024,28-04-2024,213,3,Chennai Super Kings,1,53.25,0,7,18,0,9,9,1
1426285,2024,29-04-2024,154,9,Kolkata Knight Riders,0,15.4,1,20,10,1,3,1,0
1426286,2024,30-04-2024,145,7,Lucknow Super Giants,0,18.125,1,21,3,5,4,4,1
1426287,2024,01-05-2024,163,7,Punjab Kings,0,20.375,1,7,18,0,6,6,1
1426288,2024,02-05-2024,202,3,Sunrisers Hyderabad,1,50.5,0,15,27,9,7,9,0
1426289,2024,03-05-2024,170,10,Kolkata Knight Riders,0,15.454545454545455,0,23,37,3,5,5,1
1426290,2024,04-05-2024,148,10,Royal Challengers Bengaluru,0,13.454545454545455,1,2,16,2,8,8,1
1426291,2024,05-05-2024,168,9,Chennai Super Kings,0,16.8,0,10,12,0,6,6,1
1426292,2024,05-05-2024,236,6,Kolkata Knight Riders,1,33.714285714285715,0,21,3,3,4,4,1
1426293,2024,06-05-2024,174,8,Mumbai Indians,0,19.333333333333332,1,23,37,9,5,5,1
1426294,2024,07-05-2024,222,8,Delhi Capitals,1,24.666666666666668,0,9,0,1,7,7,1
1426295,2024,08-05-2024,166,4,Sunrisers Hyderabad,0,33.2,1,15,27,4,9,4,0
1426296,2024,09-05-2024,242,7,Royal Challengers Bengaluru,1,30.25,0,10,12,8,6,6,1
1426297,2024,10-05-2024,232,3,Gujarat Titans,1,58.0,0,1,21,2,0,0,1
1426298,2024,11-05-2024,158,7,Kolkata Knight Riders,0,19.75,0,20,10,3,5,5,1
1426299,2024,12-05-2024,142,5,Chennai Super Kings,0,23.666666666666668,1,7,18,7,0,7,0
1426300,2024,12-05-2024,188,9,Royal Challengers Bengaluru,0,18.8,0,2,16,8,1,1,1
1426302,2024,14-05-2024,209,4,Delhi Capitals,1,41.8,0,9,0,1,4,4,1
1426303,2024,15-05-2024,145,9,Punjab Kings,0,14.5,1,14,2,7,6,7,0
1426305,2024,17-05-2024,215,6,Lucknow Super Giants,1,30.714285714285715,0,23,37,4,5,5,1
1426306,2024,18-05-2024,219,5,Royal Challengers Bengaluru,1,36.5,0,2,16,8,0,0,1
1426307,2024,19-05-2024,215,5,Sunrisers Hyderabad,1,35.833333333333336,1,15,27,6,9,6,0
1426309,2024,21-05-2024,160,10,Kolkata Knight Riders,0,14.545454545454545,1,1,21,9,3,9,0
1426310,2024,22-05-2024,173,8,Rajasthan Royals,0,19.22222222222222,1,1,21,8,7,7,1
1426311,2024,24-05-2024,176,9,Sunrisers Hyderabad,0,17.6,0,7,18,9,7,7,1
1426312,2024,26-05-2024,114,10,Kolkata Knight Riders,0,10.363636363636363,1,7,18,9,3,9,0
